case,u_inf_m_s,lambda,cylinder_x_over_c,cylinder_z_over_c,omega_rad_s,rpm,inner_iter,rms_rho,cd,cd_abs,cl,c_downforce,c_downforce_over_cd,c_downforce_over_abs_cd,cmx,cmy,cmz,cd_wing,cd_cylinder,cd_ground,cl_wing,cl_cylinder,cl_ground,cmy_wing,cmy_cylinder,cmy_ground,cylinder_moment_y_nm,motor_power_w_eta_0p8,equivalent_drag_n_abs,eta_net_abs_drag,force_drift_window_rows,cd_drift_last_window,cd_drift_pct_last_window,cl_drift_last_window,cl_drift_pct_last_window,c_downforce_drift_last_window,c_downforce_drift_pct_last_window,dry_run_log,solver_log
inv6412_wing_cylinder_rotating_x0p020_z0p100_U30_lam1p0,30.0,1.0,0.02000000,0.10000000,1500.00000000,14323.94487827,525,-3.327018124,-0.5393298004,0.5393298004,-6.653672399,6.653672399,-12.33692704,12.33692704,0.7240521477,-2.906557249,0.03170653614,-0.1018881475,-0.4374390593,-2.593595199e-06,-0.307755619,0.6833312661,-7.029248046,-0.4963112284,0.2841974199,-2.694443441,16.91887551,31722.89158,1164.454545,1.13388493,50,-0.458995992,-5.713609261,1.810159576,0.2138699801,-1.810159576,-0.2138699801,cases_rans_long_10000\inv6412_wing_cylinder_rotating_x0p020_z0p100_U30_lam1p0\su2_dryrun.log,cases_rans_long_10000\inv6412_wing_cylinder_rotating_x0p020_z0p100_U30_lam1p0\su2.log
