case,u_inf_m_s,lambda,cylinder_x_over_c,cylinder_z_over_c,omega_rad_s,rpm,physical_steps_total,average_rows,average_start_time_iter,average_end_time_iter,mean_cd,std_cd,mean_cl,std_cl,mean_c_downforce,std_c_downforce,mean_c_downforce_over_abs_cd,mean_cmy_cylinder,mean_motor_power_w_eta_0p8,mean_equivalent_drag_n_abs,mean_eta_net_abs_drag,last_time_iter,last_inner_iter,last_rms_rho,solver_log
inv6412_wing_cylinder_rotating_x0p020_z0p100_U30_lam1p0,30.0,1.0,0.02000000,0.10000000,1500.00000000,14323.94487827,20,10,10,19,1.573081221,1.038369447,1.61453288,0.9341841614,-1.61453288,0.9341841614,-1.026350616,0.5050973177,56380.34101,2191.507578,-0.1461955072,19,29,-4.099576617,cases_urans_visualization\inv6412_wing_cylinder_rotating_x0p020_z0p100_U30_lam1p0\su2.log
